L01 Customer Name (Key)	L01 Branch Key	L01 Document no. Key	Balance
SRS WATSONVILLE	100208537	0802836735	25.6
SRS WATSONVILLE	100208537	0802853278	7.05
SRS WATSONVILLE	100208537	0802870286	29.83
SRS WATSONVILLE	100208537	0802884357	28.15
SRS WATSONVILLE	100208537	0802905401	22.62
SRS WATSONVILLE	100208537	0802917303	35.82
SRS WATSONVILLE	100208537	0802927914	37.32
SRS WATSONVILLE	100208537	0802930762	40.94
SRS WATSONVILLE	100208537	0802959381	36
SRS WATSONVILLE	100208537	0802960519	36.03
SRS WATSONVILLE	100208537	0802961293	36.05
SRS WATSONVILLE	100208537	0802991388	45.87
SRS WATSONVILLE	100208537	0802992283	45.09
SRS WATSONVILLE	100208537	0803011542	56.38
SRS WATSONVILLE	100208537	0803018279	45.87
SRS WATSONVILLE	100208537	0803038392	56.98
SRS WATSONVILLE	100208537	0803039295	56.16
SRS WATSONVILLE	100208537	0803063331	59.64
SRS WATSONVILLE	100208537	0803066140	68.04
SRS WATSONVILLE	100208537	0803068503	67.95
SRS WATSONVILLE	100208537	0803088512	69.34
SRS WATSONVILLE	100208537	0803095525	74.32
SRS WATSONVILLE	100208537	0803100002	74.32
SRS WATSONVILLE	100208537	0803103311	74.32
SRS WATSONVILLE	100208537	0803133305	74.32
SRS WATSONVILLE	100208537	0803141291	74.32
SRS WATSONVILLE	100208537	0803155924	74.32
SRS WATSONVILLE	100208537	0803165916	74.32
SRS WATSONVILLE	100208537	3049298456	293.3
SRS WATSONVILLE	100208537	3049640005	796.25
SRS WATSONVILLE	100208537	3050447979	911.25
SRS WATSONVILLE	100208537	3051125495	2640
SRS WATSONVILLE	100208537	3051472173	1867.22
SRS WATSONVILLE	100208537	3051472174	24.18
SRS WATSONVILLE	100208537	3051525629	32
SRS WATSONVILLE	100208537	3051928443	990
SRS WATSONVILLE	100208537	3052867168	1048.75
SRS WATSONVILLE	100208537	3053781055	330
SRS WATSONVILLE	100208537	3054055782	1650
SRS WATSONVILLE	100208537	3054998571	396
SRS WATSONVILLE	100208537	3055376939	1980
SRS WATSONVILLE	100208537	3055911670	753.75
SRS WATSONVILLE	100208537	3057281382	990
SRS WATSONVILLE	100208537	3057281383	83.2
SRS WATSONVILLE	100208537	3057286469	1485
SRS WATSONVILLE	100208537	3057878518	418.75
SRS WATSONVILLE	100208537	3059206217	827.5
SRS WATSONVILLE	100208537	3059594950	312
SRS WATSONVILLE	100208537	3060166225	2238.75
SRS WATSONVILLE	100208537	3060423591	59.8
SRS WATSONVILLE	100208537	3061599030	660
SRS WATSONVILLE	100208537	3062176797	1157.5
SRS WATSONVILLE	100221979	0338050461	-167.5
SRS WATSONVILLE	100221979	0338050462	167.5
SRS WATSONVILLE	100221979	0802859601	6.86
SRS WATSONVILLE	100221979	0802871171	7.83
SRS WATSONVILLE	100221979	0802885173	10.72
SRS WATSONVILLE	100221979	0802911470	11.4
SRS WATSONVILLE	100221979	0802918230	12.85
SRS WATSONVILLE	100221979	0802934862	16.03
SRS WATSONVILLE	100221979	0802942721	17.16
SRS WATSONVILLE	100221979	0802964289	15.94
SRS WATSONVILLE	100221979	0802972511	15.91
SRS WATSONVILLE	100221979	0802979525	16.74
SRS WATSONVILLE	100221979	0802995308	23.99
SRS WATSONVILLE	100221979	0803001424	26.59
SRS WATSONVILLE	100221979	0803020240	26.58
SRS WATSONVILLE	100221979	0803024550	29.41
SRS WATSONVILLE	100221979	0803040221	29.06
SRS WATSONVILLE	100221979	0803044354	29.06
SRS WATSONVILLE	100221979	0803067253	29.68
SRS WATSONVILLE	100221979	0803076316	30.9
SRS WATSONVILLE	100221979	0803082932	31.47
SRS WATSONVILLE	100221979	0803098334	31.47
SRS WATSONVILLE	100221979	0803104106	31.64
SRS WATSONVILLE	100221979	0803115427	31.77
SRS WATSONVILLE	100221979	0803119361	31.77
SRS WATSONVILLE	100221979	0803134074	31.77
SRS WATSONVILLE	100221979	0803142083	31.77
SRS WATSONVILLE	100221979	0803165666	31.77
SRS WATSONVILLE	100221979	0803169706	31.77
SRS WATSONVILLE	100221979	3048990410	104.4
SRS WATSONVILLE	100221979	3049642235	1650
SRS WATSONVILLE	100221979	3050448549	167.5
SRS WATSONVILLE	100221979	3050448890	44.98
SRS WATSONVILLE	100221979	3050598143	324
SRS WATSONVILLE	100221979	3051778486	117.35
SRS WATSONVILLE	100221979	3051778487	825
SRS WATSONVILLE	100221979	3052181575	216
SRS WATSONVILLE	100221979	3052181961	44.98
SRS WATSONVILLE	100221979	3052584768	167.5
SRS WATSONVILLE	100221979	3052585000	293.3
SRS WATSONVILLE	100221979	3053915178	216
SRS WATSONVILLE	100221979	3053915329	59.42
SRS WATSONVILLE	100221979	3054047832	320.8
SRS WATSONVILLE	100221979	3054998531	502.5
SRS WATSONVILLE	100221979	3055427059	1650
SRS WATSONVILLE	100221979	3056035280	825
SRS WATSONVILLE	100221979	3056618919	160.4
SRS WATSONVILLE	100221979	3057280978	502.5
SRS WATSONVILLE	100221979	3057280979	216
SRS WATSONVILLE	100221979	3059731944	312
SRS WATSONVILLE	100221979	3060290740	167.5
SRS WATSONVILLE	100221979	3060290790	216
SRS WATSONVILLE	100221979	3062334214	86.42
SRS WATSONVILLE	100228527	0340102493	-83.82
SRS WATSONVILLE	100228527	0340102494	79.14
SRS WATSONVILLE	100228527	0802853898	7.37
SRS WATSONVILLE	100228527	0802859707	24.08
SRS WATSONVILLE	100228527	0802872278	26.78
SRS WATSONVILLE	100228527	0802886316	37.85
SRS WATSONVILLE	100228527	0802911702	33.42
SRS WATSONVILLE	100228527	0802919394	35.61
SRS WATSONVILLE	100228527	0802935225	38.86
SRS WATSONVILLE	100228527	0802942886	41.39
SRS WATSONVILLE	100228527	0802964463	39.24
SRS WATSONVILLE	100228527	0802972667	36.25
SRS WATSONVILLE	100228527	0802979693	35.4
SRS WATSONVILLE	100228527	0802995465	35.4
SRS WATSONVILLE	100228527	0803001584	35.89
SRS WATSONVILLE	100228527	0803020378	43.88
SRS WATSONVILLE	100228527	0803024687	43.45
SRS WATSONVILLE	100228527	0803040342	55.8
SRS WATSONVILLE	100228527	0803044487	55.18
SRS WATSONVILLE	100228527	0803067377	58
SRS WATSONVILLE	100228527	0803076425	59.42
SRS WATSONVILLE	100228527	0803083029	61.86
SRS WATSONVILLE	100228527	0803098443	63.23
SRS WATSONVILLE	100228527	0803104212	63.23
SRS WATSONVILLE	100228527	0803115528	63.23
SRS WATSONVILLE	100228527	0803119453	63.23
SRS WATSONVILLE	100228527	0803134181	63.23
SRS WATSONVILLE	100228527	0803142178	63.23
SRS WATSONVILLE	100228527	0803165772	63.23
SRS WATSONVILLE	100228527	0803169801	63.23
SRS WATSONVILLE	100228527	3049098343	586.6
SRS WATSONVILLE	100228527	3049098367	198
SRS WATSONVILLE	100228527	3049783166	396
SRS WATSONVILLE	100228527	3049783205	660
SRS WATSONVILLE	100228527	3050060522	2644.92
SRS WATSONVILLE	100228527	3050594256	128.05
SRS WATSONVILLE	100228527	3050643051	48.36
SRS WATSONVILLE	100228527	3051775976	156.26
SRS WATSONVILLE	100228527	3051775977	1198.84
SRS WATSONVILLE	100228527	3051776145	24.18
SRS WATSONVILLE	100228527	3051777089	28.72
SRS WATSONVILLE	100228527	3052048113	146.65
SRS WATSONVILLE	100228527	3052719805	119.22
SRS WATSONVILLE	100228527	3053254737	114.66
SRS WATSONVILLE	100228527	3053269276	1650
SRS WATSONVILLE	100228527	3053269277	396
SRS WATSONVILLE	100228527	3054048599	112.45
SRS WATSONVILLE	100228527	3054048972	396
SRS WATSONVILLE	100228527	3054048973	660
SRS WATSONVILLE	100228527	3054049080	586.6
SRS WATSONVILLE	100228527	3056615996	495
SRS WATSONVILLE	100228527	3056769539	1650
SRS WATSONVILLE	100228527	3056851037	78.34
SRS WATSONVILLE	100228527	3057837951	396
SRS WATSONVILLE	100228527	3057970121	15.6
SRS WATSONVILLE	100228527	3057970122	59.8
SRS WATSONVILLE	100228527	3057971471	2805
SRS WATSONVILLE	100228527	3059236382	825
SRS WATSONVILLE	100228527	3059388318	41.6
SRS WATSONVILLE	100228527	3059597542	312
SRS WATSONVILLE	100228527	3060422230	990
SRS WATSONVILLE	100228527	3061468494	396
SRS WATSONVILLE	100228529	0339332640	-85.54
SRS WATSONVILLE	100228529	0339332641	105.53
SRS WATSONVILLE	100228529	0340006302	-68.75
SRS WATSONVILLE	100228529	0340006303	24.18
SRS WATSONVILLE	100228529	0802859708	15.12
SRS WATSONVILLE	100228529	0802872279	10.68
SRS WATSONVILLE	100228529	0802886317	15.11
SRS WATSONVILLE	100228529	0802911703	21.79
SRS WATSONVILLE	100228529	0802919395	24.45
SRS WATSONVILLE	100228529	0802935227	28.47
SRS WATSONVILLE	100228529	0802942887	31.53
SRS WATSONVILLE	100228529	0802964464	30.36
SRS WATSONVILLE	100228529	0802972668	31.72
SRS WATSONVILLE	100228529	0802979694	32.88
SRS WATSONVILLE	100228529	0802995466	35.65
SRS WATSONVILLE	100228529	0803001585	41.17
SRS WATSONVILLE	100228529	0803020379	45.74
SRS WATSONVILLE	100228529	0803024688	50.1
SRS WATSONVILLE	100228529	0803040343	53.09
SRS WATSONVILLE	100228529	0803044488	56.71
SRS WATSONVILLE	100228529	0803067378	62.5
SRS WATSONVILLE	100228529	0803076426	68.07
SRS WATSONVILLE	100228529	0803083030	69.57
SRS WATSONVILLE	100228529	0803098444	71.57
SRS WATSONVILLE	100228529	0803104213	74.17
SRS WATSONVILLE	100228529	0803115529	76.45
SRS WATSONVILLE	100228529	0803119454	76.13
SRS WATSONVILLE	100228529	0803134182	76.13
SRS WATSONVILLE	100228529	0803142179	76.13
SRS WATSONVILLE	100228529	0803165773	76.13
SRS WATSONVILLE	100228529	0803169802	76.13
SRS WATSONVILLE	100228529	3049393668	660
SRS WATSONVILLE	100228529	3049393669	396
SRS WATSONVILLE	100228529	3050306323	2214.48
SRS WATSONVILLE	100228529	3050306324	36.74
SRS WATSONVILLE	100228529	3050622864	502.5
SRS WATSONVILLE	100228529	3050986302	1073.2
SRS WATSONVILLE	100228529	3051417901	85.54
SRS WATSONVILLE	100228529	3051775359	502.5
SRS WATSONVILLE	100228529	3052205656	330
SRS WATSONVILLE	100228529	3052226179	183.55
SRS WATSONVILLE	100228529	3052301630	660
SRS WATSONVILLE	100228529	3052973844	660
SRS WATSONVILLE	100228529	3052973845	396
SRS WATSONVILLE	100228529	3054049752	1162.5
SRS WATSONVILLE	100228529	3054300818	330
SRS WATSONVILLE	100228529	3055093926	660
SRS WATSONVILLE	100228529	3055093927	56.6
SRS WATSONVILLE	100228529	3055623627	330
SRS WATSONVILLE	100228529	3055623628	396
SRS WATSONVILLE	100228529	3056294090	990
SRS WATSONVILLE	100228529	3056296696	1320
SRS WATSONVILLE	100228529	3056856432	330
SRS WATSONVILLE	100228529	3057343168	1104.54
SRS WATSONVILLE	100228529	3057970670	502.5
SRS WATSONVILLE	100228529	3057970671	396
SRS WATSONVILLE	100228529	3058914954	1650
SRS WATSONVILLE	100228529	3059226906	825
SRS WATSONVILLE	100228529	3059590273	660
SRS WATSONVILLE	100228529	3060024522	1162.5
SRS WATSONVILLE	100228529	3060900960	1056
SRS WATSONVILLE	100228529	3061477130	124.8
SRS WATSONVILLE	100228529	3062029055	660
SRS WATSONVILLE	100228529	3062727853	660
SRS WATSONVILLE	100228533	0802859709	19.45
SRS WATSONVILLE	100228533	0802872280	12.68
SRS WATSONVILLE	100228533	0802886318	10.98
SRS WATSONVILLE	100228533	0802911704	6.82
SRS WATSONVILLE	100228533	0802919396	9.24
SRS WATSONVILLE	100228533	0802935229	10.45
SRS WATSONVILLE	100228533	0802942888	10.45
SRS WATSONVILLE	100228533	0802964465	10.23
SRS WATSONVILLE	100228533	0802972669	9.8
SRS WATSONVILLE	100228533	0802979695	10.49
SRS WATSONVILLE	100228533	0802995467	14.46
SRS WATSONVILLE	100228533	0803001586	14.14
SRS WATSONVILLE	100228533	0803020380	14.14
SRS WATSONVILLE	100228533	0803024689	14.99
SRS WATSONVILLE	100228533	0803040344	17.1
SRS WATSONVILLE	100228533	0803044489	17.1
SRS WATSONVILLE	100228533	0803067379	17.1
SRS WATSONVILLE	100228533	0803076427	17.1
SRS WATSONVILLE	100228533	0803083031	19.84
SRS WATSONVILLE	100228533	0803098445	19.62
SRS WATSONVILLE	100228533	0803104214	19.62
SRS WATSONVILLE	100228533	0803115530	20.24
SRS WATSONVILLE	100228533	0803119455	20.16
SRS WATSONVILLE	100228533	0803134183	20.16
SRS WATSONVILLE	100228533	0803142180	20.16
SRS WATSONVILLE	100228533	0803165774	20.16
SRS WATSONVILLE	100228533	0803169803	20.16
SRS WATSONVILLE	100228533	0982531291	170
SRS WATSONVILLE	100228533	3049261901	660
SRS WATSONVILLE	100228533	3049261902	198
SRS WATSONVILLE	100228533	3051453122	612.24
SRS WATSONVILLE	100228533	3052203334	330
SRS WATSONVILLE	100228533	3052226458	110.13
SRS WATSONVILLE	100228533	3053780407	99
SRS WATSONVILLE	100228533	3053780457	660
SRS WATSONVILLE	100228533	3055104683	99
SRS WATSONVILLE	100228533	3055104916	330
SRS WATSONVILLE	100228533	3055413319	660
SRS WATSONVILLE	100228533	3055503280	167.5
SRS WATSONVILLE	100228533	3057838244	660
SRS WATSONVILLE	100228533	3057838245	198
SRS WATSONVILLE	100228533	3060636335	660
SRS WATSONVILLE	100228533	3061040283	69.9
SRS WATSONVILLE	100228533	3062727652	156.02
SRS WATSONVILLE	100228537	0802853899	7.16
SRS WATSONVILLE	100228537	0802859710	22.63
SRS WATSONVILLE	100228537	0802872281	13.48
SRS WATSONVILLE	100228537	0802886319	12.76
SRS WATSONVILLE	100228537	0802911705	13
SRS WATSONVILLE	100228537	0802919397	12.52
SRS WATSONVILLE	100228537	0802935231	12.59
SRS WATSONVILLE	100228537	0802942889	12.65
SRS WATSONVILLE	100228537	0802964466	11.77
SRS WATSONVILLE	100228537	0802972670	13.3
SRS WATSONVILLE	100228537	0802979696	17.24
SRS WATSONVILLE	100228537	0802995468	18.07
SRS WATSONVILLE	100228537	0803001589	19.53
SRS WATSONVILLE	100228537	0803020381	23.2
SRS WATSONVILLE	100228537	0803024690	23.2
SRS WATSONVILLE	100228537	0803040345	24.49
SRS WATSONVILLE	100228537	0803044490	27.18
SRS WATSONVILLE	100228537	0803067380	29.46
SRS WATSONVILLE	100228537	0803076428	30.24
SRS WATSONVILLE	100228537	0803083032	31.75
SRS WATSONVILLE	100228537	0803098446	33.67
SRS WATSONVILLE	100228537	0803104215	39.88
SRS WATSONVILLE	100228537	0803115531	42.72
SRS WATSONVILLE	100228537	0803119456	43.01
SRS WATSONVILLE	100228537	0803134184	43.01
SRS WATSONVILLE	100228537	0803142181	43.01
SRS WATSONVILLE	100228537	0803165775	43.01
SRS WATSONVILLE	100228537	0803169804	43.01
SRS WATSONVILLE	100228537	3049778835	41.6
SRS WATSONVILLE	100228537	3050446154	335
SRS WATSONVILLE	100228537	3050453751	990
SRS WATSONVILLE	100228537	3050609878	467.04
SRS WATSONVILLE	100228537	3050611543	36.74
SRS WATSONVILLE	100228537	3050726427	990
SRS WATSONVILLE	100228537	3050730231	122.72
SRS WATSONVILLE	100228537	3051124957	44.98
SRS WATSONVILLE	100228537	3052444320	36.71
SRS WATSONVILLE	100228537	3054299327	1434.54
SRS WATSONVILLE	100228537	3054299328	396
SRS WATSONVILLE	100228537	3055262976	335
SRS WATSONVILLE	100228537	3056583417	1485
SRS WATSONVILLE	100228537	3058024477	50.42
SRS WATSONVILLE	100228537	3058564298	1104.54
SRS WATSONVILLE	100228537	3059485433	660
SRS WATSONVILLE	100228537	3060046545	198
SRS WATSONVILLE	100228537	3061052604	198
SRS WATSONVILLE	100228537	3061052902	825
SRS WATSONVILLE	100228537	3062165023	198
SRS WATSONVILLE	100228537	3062170132	660
SRS WATSONVILLE	100228537	3062302147	1650
SRS WATSONVILLE	100228537	3063135761	198
SRS WATSONVILLE	100228539	0338050199	-167.5
SRS WATSONVILLE	100228539	0338050450	167.5
SRS WATSONVILLE	100228539	0338050453	-127.5
SRS WATSONVILLE	100228539	0338050454	127.5
SRS WATSONVILLE	100228539	0338050929	-167.5
SRS WATSONVILLE	100228539	0338050930	167.5
SRS WATSONVILLE	100228539	0338050937	-85
SRS WATSONVILLE	100228539	0338050938	85
SRS WATSONVILLE	100228539	0338051044	-170
SRS WATSONVILLE	100228539	0338051045	42.5
SRS WATSONVILLE	100228539	0802853900	7.45
SRS WATSONVILLE	100228539	0802859711	40.87
SRS WATSONVILLE	100228539	0802872282	37.83
SRS WATSONVILLE	100228539	0802886320	33.83
SRS WATSONVILLE	100228539	0802911706	27.56
SRS WATSONVILLE	100228539	0802919398	29.66
SRS WATSONVILLE	100228539	0802935233	31.37
SRS WATSONVILLE	100228539	0802942890	31.37
SRS WATSONVILLE	100228539	0802964467	24.51
SRS WATSONVILLE	100228539	0802972671	16.78
SRS WATSONVILLE	100228539	0802979697	21.01
SRS WATSONVILLE	100228539	0802995469	22.77
SRS WATSONVILLE	100228539	0803001591	24.29
SRS WATSONVILLE	100228539	0803020382	25.87
SRS WATSONVILLE	100228539	0803024691	25.87
SRS WATSONVILLE	100228539	0803040346	25.87
SRS WATSONVILLE	100228539	0803044491	29.63
SRS WATSONVILLE	100228539	0803067381	30.98
SRS WATSONVILLE	100228539	0803076429	34.54
SRS WATSONVILLE	100228539	0803083033	34.6
SRS WATSONVILLE	100228539	0803098447	34.6
SRS WATSONVILLE	100228539	0803104216	34.6
SRS WATSONVILLE	100228539	0803115532	34.6
SRS WATSONVILLE	100228539	0803119457	34.6
SRS WATSONVILLE	100228539	0803134185	34.6
SRS WATSONVILLE	100228539	0803142182	34.6
SRS WATSONVILLE	100228539	0803165776	34.6
SRS WATSONVILLE	100228539	0803169805	34.6
SRS WATSONVILLE	100228539	1600096434	1352.18
SRS WATSONVILLE	100228539	3049533327	918.36
SRS WATSONVILLE	100228539	3050725120	396
SRS WATSONVILLE	100228539	3050725121	612.24
SRS WATSONVILLE	100228539	3051521509	636
SRS WATSONVILLE	100228539	3051650522	158.94
SRS WATSONVILLE	100228539	3051650523	137.16
SRS WATSONVILLE	100228539	3052226508	367.1
SRS WATSONVILLE	100228539	3054301530	954
SRS WATSONVILLE	100228539	3054965990	753.75
SRS WATSONVILLE	100228539	3054966015	41.6
SRS WATSONVILLE	100228539	3055104718	396
SRS WATSONVILLE	100228539	3056297010	396
SRS WATSONVILLE	100228539	3056440506	502.5
SRS WATSONVILLE	100228539	3058653178	954
SRS WATSONVILLE	100228539	3059731663	312
SRS WATSONVILLE	100228539	3059911797	825
SRS WATSONVILLE	100228539	3059911798	396
SRS WATSONVILLE	100228539	3060432640	41.6
SRS WATSONVILLE	100228601	0338042642	-42.5
SRS WATSONVILLE	100228601	0338042643	42.5
SRS WATSONVILLE	100228601	0802853901	6.17
SRS WATSONVILLE	100228601	0802859714	22.58
SRS WATSONVILLE	100228601	0802872283	25.23
SRS WATSONVILLE	100228601	0802886324	23.23
SRS WATSONVILLE	100228601	0802911709	19.51
SRS WATSONVILLE	100228601	0802919401	19.95
SRS WATSONVILLE	100228601	0802935239	19.99
SRS WATSONVILLE	100228601	0802942894	21.13
SRS WATSONVILLE	100228601	0802964469	17.92
SRS WATSONVILLE	100228601	0802972673	15.74
SRS WATSONVILLE	100228601	0802979699	15.5
SRS WATSONVILLE	100228601	0802995471	16.59
SRS WATSONVILLE	100228601	0803001594	20.09
SRS WATSONVILLE	100228601	0803020383	26.32
SRS WATSONVILLE	100228601	0803024692	26.25
SRS WATSONVILLE	100228601	0803040347	29.9
SRS WATSONVILLE	100228601	0803044492	29.45
SRS WATSONVILLE	100228601	0803067382	30.4
SRS WATSONVILLE	100228601	0803076431	32.36
SRS WATSONVILLE	100228601	0803083034	39.69
SRS WATSONVILLE	100228601	0803098448	39.14
SRS WATSONVILLE	100228601	0803104217	40.44
SRS WATSONVILLE	100228601	0803115533	44.39
SRS WATSONVILLE	100228601	0803119458	44.39
SRS WATSONVILLE	100228601	0803134188	44.39
SRS WATSONVILLE	100228601	0803142183	44.39
SRS WATSONVILLE	100228601	0803165777	44.39
SRS WATSONVILLE	100228601	0803169807	44.39
SRS WATSONVILLE	100228601	0982579239	1578.7
SRS WATSONVILLE	100228601	3048972700	198
SRS WATSONVILLE	100228601	3049297943	495
SRS WATSONVILLE	100228601	3049388055	44.98
SRS WATSONVILLE	100228601	3049532587	330
SRS WATSONVILLE	100228601	3050306230	29.9
SRS WATSONVILLE	100228601	3050725615	336.25
SRS WATSONVILLE	100228601	3051417253	86.42
SRS WATSONVILLE	100228601	3051417847	67.47
SRS WATSONVILLE	100228601	3052586964	123.18
SRS WATSONVILLE	100228601	3052715194	210
SRS WATSONVILLE	100228601	3053781587	495
SRS WATSONVILLE	100228601	3054049962	495
SRS WATSONVILLE	100228601	3055900636	1104.54
SRS WATSONVILLE	100228601	3056034379	198
SRS WATSONVILLE	100228601	3056721855	1155
SRS WATSONVILLE	100228601	3056851501	320.8
SRS WATSONVILLE	100228601	3056983589	335
SRS WATSONVILLE	100228601	3057971047	759
SRS WATSONVILLE	100228601	3057976013	167.5
SRS WATSONVILLE	100228601	3059596964	312
SRS WATSONVILLE	100228601	3059912472	335
SRS WATSONVILLE	100228601	3059912473	99
SRS WATSONVILLE	100228601	3060434125	143.76
SRS WATSONVILLE	100228601	3060636371	1815
SRS WATSONVILLE	100228601	3061467680	99
SRS WATSONVILLE	100228601	3062590275	1322.5
SRS WATSONVILLE	100228601	3062894361	198
MESA CO HLTH DEPT 340B	100214791	3064556769	24291.36
TECHE DRUGS INC	100256737	0803134483	21.5
TECHE DRUGS INC	100256737	3067607656	6228.11
HARLEM HOSP CTR NYCHHC 340B	100276409	0603794029	25
HARLEM HOSP CTR NYCHHC 340B	100276409	0803105110	20.67
HARLEM HOSP CTR NYCHHC 340B	100276409	0803115667	20.67
HARLEM HOSP CTR NYCHHC 340B	100276409	0803118675	20.67
HARLEM HOSP CTR NYCHHC 340B	100276409	0803135141	20.67
HARLEM HOSP CTR NYCHHC 340B	100276409	0803154548	20.67
HARLEM HOSP CTR NYCHHC 340B	100276409	0803164826	20.67
HARLEM HOSP CTR NYCHHC 340B	100276409	0803168838	20.67
HARLEM HOSP CTR NYCHHC 340B	100276409	1600126446	5961.36
ROGOSIN INSTITUTE	100255122	0676991811	10
ROGOSIN INSTITUTE	100255122	0803000072	200.87
ROGOSIN INSTITUTE	100255122	0803081610	44.78
ROGOSIN INSTITUTE	100255122	0803094872	39.18
ROGOSIN INSTITUTE	100255122	0803100085	50.67
ROGOSIN INSTITUTE	100255122	0803104424	39.18
ROGOSIN INSTITUTE	100255122	0803113960	92.44
ROGOSIN INSTITUTE	100255122	0803134410	82.12
ROGOSIN INSTITUTE	100255122	0803149840	82.12
ROGOSIN INSTITUTE	100255122	0803152027	82.12
ROGOSIN INSTITUTE	100255122	0803164138	81.95
ROGOSIN INSTITUTE	100255122	3063300656	11648.15
ROGOSIN INSTITUTE	100255122	3063706468	11781
ROGOSIN INSTITUTE	100255122	3066882951	26401.35
A WOMANS WORLD MED CTR INC	100224504	3064707875	500
A WOMANS WORLD MED CTR INC	100224504	3065422350	500
A WOMANS WORLD MED CTR INC	100224504	3066253563	500
A WOMANS WORLD MED CTR INC	100224504	3067003687	500
A WOMANS WORLD MED CTR INC	100224504	3068470936	500
A WOMANS WORLD MED CTR INC	100224504	3069859432	430
A WOMANS WORLD MED CTR INC	100224504	3069859581	430
A WOMANS WORLD MED CTR INC	100224504	3070428533	115.9
ST PATRICK HOSPITAL PHARMACY	100221117	0677615120	-1292.45
ST PATRICK HOSPITAL PHARMACY	100221117	0802942696	175.04
ST PATRICK HOSPITAL PHARMACY	100221117	0802972481	175.04
ROBBINSDALE CLINIC PA	100190564	0803062364	27.19
ROBBINSDALE CLINIC PA	100190564	0803069901	30.7
ROBBINSDALE CLINIC PA	100190564	0803071435	29.2
ROBBINSDALE CLINIC PA	100190564	0803086507	30.7
ROBBINSDALE CLINIC PA	100190564	0803086757	30.7
ROBBINSDALE CLINIC PA	100190564	0803110641	22.57
ROBBINSDALE CLINIC PA	100190564	0803112048	29.33
ROBBINSDALE CLINIC PA	100190564	0803130394	24.57
ROBBINSDALE CLINIC PA	100190564	0803147369	24.89
ROBBINSDALE CLINIC PA	100190564	0803152416	26.36
ROBBINSDALE CLINIC PA	100190564	0803163287	24.85
ROBBINSDALE CLINIC PA	100190564	0987876141	1018
ROBBINSDALE CLINIC PA	100190564	3051520054	1018
ROBBINSDALE CLINIC PA	100190564	3053524785	2034.53
ROBBINSDALE CLINIC PA	100190564	3053637528	1018
ROBBINSDALE CLINIC PA	100190564	3057560916	1018
ROBBINSDALE CLINIC PA	100190564	3060767421	1018
ROBBINSDALE CLINIC PA	100190564	3060767423	1017.27
ROBBINSDALE CLINIC PA	100190564	3064732327	82.05
ROBBINSDALE CLINIC PA	100190564	3064732329	1018
ROBBINSDALE CLINIC PA	100190564	3067003248	1018
ROBBINSDALE CLINIC PA	100190564	3069191890	1018
HIGHLANDS MEDICAL CENTER	100212936	0603776084	-12.31
HIGHLANDS MEDICAL CENTER	100212936	0603776086	-64.62
HIGHLANDS MEDICAL CENTER	100212936	0803114339	56.15
HIGHLANDS MEDICAL CENTER	100212936	0803133498	71.53
HIGHLANDS MEDICAL CENTER	100212936	0803141488	122.82
HIGHLANDS MEDICAL CENTER	100212936	0803156113	51.02
HIGHLANDS MEDICAL CENTER	100212936	0803166090	143.42
HIGHLANDS MEDICAL CENTER	100212936	3066417380	41625
HIGHLANDS MEDICAL CENTER	100212936	3067142050	20800
HIGHLANDS MEDICAL CENTER	100212936	3069288635	20800
APOLLO RENAL CENTER MIAMI LLC	100018980	0677771008	-257.6
APOLLO RENAL CENTER MIAMI LLC	100234130	0802903392	36.22
APOLLO RENAL CENTER MIAMI LLC	100234130	0803113389	8.03
APOLLO RENAL CENTER MIAMI LLC	100234130	0803126870	22.1
APOLLO RENAL CENTER MIAMI LLC	100234130	0803149309	30.91
APOLLO RENAL CENTER MIAMI LLC	100234130	0803151513	31.21
APOLLO RENAL CENTER MIAMI LLC	100234130	3066160695	338.72
APOLLO RENAL CENTER MIAMI LLC	100234130	3066160696	1058.62
APOLLO RENAL CENTER MIAMI LLC	100234130	3067007944	3275.65
APOLLO RENAL CENTER MIAMI LLC	100234130	3067617951	8621.3
APOLLO RENAL CENTER MIAMI LLC	100234130	3067617952	108
APOLLO RENAL CENTER MIAMI LLC	100234130	3068914793	352.3
APOLLO RENAL CENTER MIAMI LLC	100234130	3068914794	337.5
APOLLO RENAL CENTER MIAMI LLC	100245130	0338050587	-441.25
APOLLO RENAL CENTER MIAMI LLC	100245130	0338050588	1127.5
APOLLO RENAL CENTER MIAMI LLC	100245130	0338050842	-560
APOLLO RENAL CENTER MIAMI LLC	100245130	0338050843	1475
APOLLO RENAL CENTER MIAMI LLC	100245130	0338050870	-280
APOLLO RENAL CENTER MIAMI LLC	100245130	0338050871	295
APOLLO RENAL CENTER MIAMI LLC	100245130	0338051288	-398.75
APOLLO RENAL CENTER MIAMI LLC	100245130	0338051289	421.25
APOLLO RENAL CENTER MIAMI LLC	100245130	0338051388	-680
APOLLO RENAL CENTER MIAMI LLC	100245130	0338051389	170
APOLLO RENAL CENTER MIAMI LLC	100245130	0338051653	-365
APOLLO RENAL CENTER MIAMI LLC	100245130	0338051654	380
APOLLO RENAL CENTER MIAMI LLC	100245130	0338051709	-680
APOLLO RENAL CENTER MIAMI LLC	100245130	0338051710	170
APOLLO RENAL CENTER MIAMI LLC	100245130	0338051747	-365
APOLLO RENAL CENTER MIAMI LLC	100245130	0338051748	822.5
